iter	Logloss
0	0.5286620213
1	0.4117757439
2	0.3593546065
3	0.3148334461
4	0.2856887105
5	0.2611104639
6	0.2388284187
7	0.2205107595
8	0.2063110406
9	0.1914929181
10	0.1815706424
11	0.1711498782
12	0.1637721592
13	0.157178647
14	0.1501422672
15	0.1455809928
16	0.1409228745
17	0.1366122671
18	0.1326654936
19	0.1299849394
20	0.1253907123
21	0.1238807717
22	0.1221423256
23	0.1187361928
24	0.1160335993
25	0.1142555144
26	0.1134533663
27	0.1126673346
28	0.1105624794
29	0.1088991367
30	0.1068735651
31	0.103784764
32	0.1025308594
33	0.1019762004
34	0.1010324105
35	0.09994079826
36	0.09947045499
37	0.09833938845
38	0.09770030186
39	0.09716593669
40	0.0964237159
41	0.09565860045
42	0.09471676485
43	0.09350081285
44	0.09242418128
45	0.09202334911
46	0.09168073819
47	0.09155093107
48	0.09049997009
49	0.08937835118
50	0.089193973
51	0.08839785668
52	0.08646656287
53	0.08556744315
54	0.0854196971
55	0.08522041056
56	0.08411575615
57	0.08400215315
58	0.08388974084
59	0.08310597599
60	0.08297228213
61	0.08218448057
62	0.08181734142
63	0.08019465413
64	0.0800467166
65	0.07961401912
66	0.0793500402
67	0.0792048451
68	0.0789991742
69	0.0788753741
70	0.07872447401
71	0.0784627569
72	0.07839800058
73	0.07810647109
74	0.07753781901
75	0.07710292648
76	0.07691218349
77	0.07648421971
78	0.07640634726
79	0.07626628095
80	0.07610611968
81	0.07582410789
82	0.07512155672
83	0.07412427446
84	0.07383013981
85	0.0733831118
86	0.07309539419
87	0.07284239576
88	0.0725955465
89	0.07249744045
90	0.07229000711
91	0.07220794887
92	0.07191170925
93	0.07173205333
94	0.07165809781
95	0.07157386849
96	0.07148177942
97	0.07121990534
98	0.0710855625
99	0.07101020528
100	0.07060215798
101	0.07054854944
102	0.07045777754
103	0.07037637021
104	0.0698601927
105	0.0695986519
106	0.06938624586
107	0.06926241261
108	0.06916699582
109	0.06902449669
110	0.06836141444
111	0.06827284697
112	0.06820758624
113	0.06798011181
114	0.06773158781
115	0.06763073836
116	0.06736782132
117	0.06723196259
118	0.06708304482
119	0.06703127296
120	0.06695710811
121	0.06690615543
122	0.06684581187
123	0.06635975899
124	0.06628063054
125	0.06607184307
126	0.066009923
127	0.06598617697
128	0.06592437842
129	0.0658963145
130	0.06577746758
131	0.06567087627
132	0.06561192893
133	0.06551346995
134	0.06544366113
135	0.0653619109
136	0.06531172236
137	0.06526081719
138	0.06519896206
139	0.06515148407
140	0.06510431409
141	0.06501724553
142	0.06489010048
143	0.06474483324
144	0.06468658345
145	0.06453514665
146	0.06433411764
147	0.06424596002
148	0.06414231904
149	0.06403694326
150	0.0639974118
151	0.06392626312
152	0.06383570924
153	0.06379310983
154	0.0637597567
155	0.06349787433
156	0.06339762407
157	0.06327312179
158	0.06318763584
159	0.06311823663
160	0.06282651121
161	0.06254851612
162	0.06242629111
163	0.062250717
164	0.06215691885
165	0.06207134666
166	0.06201682829
167	0.06191159358
168	0.06173472068
169	0.0616796519
170	0.06149538128
171	0.0614361212
172	0.06130718966
173	0.06100052926
174	0.06095701157
175	0.06087175584
176	0.06075328649
177	0.06059722317
178	0.06052346379
179	0.0603884486
180	0.06033502055
181	0.06022097036
182	0.06015359518
183	0.06011143769
184	0.06002642737
185	0.05995519276
186	0.05988941498
187	0.05985314413
188	0.05980516942
189	0.05976038541
190	0.05968447347
191	0.05963152624
192	0.05958677984
193	0.05949684131
194	0.05928455029
195	0.05919580633
196	0.05909824759
197	0.0590320322
198	0.05897427618
199	0.05891264705
200	0.05887360081
201	0.05876771534
202	0.05868879583
203	0.05865155547
204	0.05856397105
205	0.05845150861
206	0.05835031214
207	0.05826776574
208	0.05819100524
209	0.05810246978
210	0.05804422805
211	0.05798429737
212	0.05792125311
213	0.05786934444
214	0.05777875446
215	0.05771949246
216	0.05765409178
217	0.05760665064
218	0.05752753988
219	0.05746158613
220	0.05743211242
221	0.0573426056
222	0.05728171357
223	0.05722448637
224	0.05717451549
225	0.05713196512
226	0.05704292674
227	0.05699530082
228	0.05692295669
229	0.05688306285
230	0.05682665132
231	0.05676803624
232	0.05671346428
233	0.05666888134
234	0.05662504509
235	0.05658257632
236	0.05656883313
237	0.05653395688
238	0.05648137439
239	0.05644507338
240	0.05639214961
241	0.05636919699
242	0.05629747608
243	0.05623181862
244	0.05617416791
245	0.05612923314
246	0.05604803322
247	0.05594180193
248	0.05589563373
249	0.05581968901
250	0.0557526389
251	0.05569469841
252	0.05565087676
253	0.05561153731
254	0.05555375579
255	0.05548572552
256	0.05543257032
257	0.05539361618
258	0.0553419188
259	0.05526412824
260	0.0552043234
261	0.05515371944
262	0.05511174805
263	0.05506251343
264	0.05497661484
265	0.0549247642
266	0.05488643532
267	0.05480403507
268	0.05477371684
269	0.05475199081
270	0.05472144773
271	0.05462923015
272	0.05459508711
273	0.05454584686
274	0.05452734274
275	0.05450283293
276	0.05448076482
277	0.05446285329
278	0.05442698995
279	0.05439663886
280	0.0543604462
281	0.05430417927
282	0.05427328121
283	0.05424831176
284	0.0542171086
285	0.05419159505
286	0.05415847468
287	0.05412468779
288	0.05408947738
289	0.05405575554
290	0.05397443546
291	0.05391287655
292	0.05384238629
293	0.05380591369
294	0.05372233992
295	0.05366702682
296	0.05362732558
297	0.05359777205
298	0.05355344866
299	0.05348265782
300	0.05338918551
301	0.05334583808
302	0.05332535075
303	0.0532464381
304	0.0532004623
305	0.05314753924
306	0.05311192893
307	0.05307905259
308	0.05302255326
309	0.05298503572
310	0.05296700988
311	0.05294343247
312	0.05287943997
313	0.05283965846
314	0.05279874432
315	0.05275755661
316	0.05271668256
317	0.05266564708
318	0.05259952941
319	0.05257847241
320	0.05254338033
321	0.05251322438
322	0.05249033716
323	0.05246957457
324	0.05244495789
325	0.05242044663
326	0.05239958264
327	0.05233888861
328	0.05229311237
329	0.05225306424
330	0.05221689924
331	0.05217953206
332	0.05215130244
333	0.05210873664
334	0.05206594017
335	0.0520287149
336	0.05195116789
337	0.05190263961
338	0.05186320406
339	0.05182155872
340	0.05175886568
341	0.05172892455
342	0.05169030218
343	0.05163777573
344	0.05157620864
345	0.0515594722
346	0.05150035996
347	0.05147264791
348	0.0514440588
349	0.05140693577
350	0.05137258502
351	0.05132666039
352	0.0513043184
353	0.05126343807
354	0.0512402853
355	0.05122327115
356	0.05118752864
357	0.05110502094
358	0.0510622689
359	0.05103533651
360	0.05100348013
361	0.05099299962
362	0.05096199657
363	0.05095046537
364	0.05089053271
365	0.05086573084
366	0.05085066975
367	0.05081803974
368	0.05076912023
369	0.05074176796
370	0.05067672813
371	0.05066283018
372	0.05060655131
373	0.05057180455
374	0.05055418666
375	0.05053693014
376	0.05050233874
377	0.05049042692
378	0.05046843574
379	0.05041492872
380	0.05039920087
381	0.05037672288
382	0.05034758994
383	0.05031925262
384	0.05030407225
385	0.05027710292
386	0.0502496297
387	0.05023608048
388	0.05022401613
389	0.05019515391
390	0.05015074409
391	0.05013145727
392	0.05010958008
393	0.05007598689
394	0.05004268523
395	0.05002477922
396	0.05001236611
397	0.04999188579
398	0.04996217408
399	0.04988864943
400	0.0498041136
401	0.04978517538
402	0.04976110827
403	0.04972788475
404	0.04969210636
405	0.04965441367
406	0.04963801343
407	0.04960075019
408	0.04955410053
409	0.0495346054
410	0.049508168
411	0.049485184
412	0.04940576172
413	0.04935867433
414	0.04932472978
415	0.04926522068
416	0.04923853827
417	0.04920483552
418	0.04919068899
419	0.04916757136
420	0.04911529146
421	0.04909578362
422	0.04904533587
423	0.04901555543
424	0.04898577848
425	0.048963378
426	0.04893312352
427	0.04890436934
428	0.04885749033
429	0.04883060131
430	0.0488061453
431	0.04878498008
432	0.04875800045
433	0.04871324376
434	0.0486621612
435	0.04864133092
436	0.0486133588
437	0.04860077325
438	0.04857518424
439	0.04855920889
440	0.04854027766
441	0.04852376041
442	0.04849498609
443	0.04846154739
444	0.04842990546
445	0.04838457117
446	0.04834193
447	0.04829543994
448	0.04822218323
449	0.04816743198
450	0.04811610182
451	0.04808646945
452	0.04806511023
453	0.04804488828
454	0.0480253768
455	0.04800672422
456	0.047979776
457	0.04795572807
458	0.04791084524
459	0.04788443066
460	0.04785687896
461	0.04782638445
462	0.04778814859
463	0.04774243142
464	0.04771571643
465	0.04769482139
466	0.04767899247
467	0.04765553314
468	0.04762475049
469	0.04757723742
470	0.04753968715
471	0.04752525699
472	0.04749163809
473	0.04747096518
474	0.04742241119
475	0.04736730759
476	0.04734721623
477	0.04732156877
478	0.04730786161
479	0.04727411044
480	0.04725822389
481	0.0472385119
482	0.04722435708
483	0.04721089142
484	0.04718096667
485	0.04715021999
486	0.04713411616
487	0.04709240575
488	0.0470750648
489	0.04704493334
490	0.04702413456
491	0.04700771692
492	0.04696771241
493	0.04694577831
494	0.04691336801
495	0.04687659912
496	0.04684139643
497	0.04681431388
498	0.0467733039
499	0.0467522939
500	0.04672648837
501	0.04670335318
502	0.04668270292
503	0.04665141288
504	0.04663069274
505	0.04659578935
506	0.04656185237
507	0.04654127426
508	0.04652513507
509	0.04648782624
510	0.0464525607
511	0.04642196382
512	0.04639655167
513	0.04637238412
514	0.04633289656
515	0.04629452782
516	0.04626076454
517	0.04624520388
518	0.04622453985
519	0.04619580843
520	0.04616712786
521	0.04614686818
522	0.04612670657
523	0.04609652513
524	0.0460561544
525	0.04604345501
526	0.04602142097
527	0.04599859839
528	0.04596798576
529	0.04595055584
530	0.04592702628
531	0.04590290407
532	0.04587479094
533	0.04583393481
534	0.04581224875
535	0.04577815129
536	0.04574736759
537	0.04571329378
538	0.04567747143
539	0.04565818957
540	0.04562884842
541	0.04559673611
542	0.04557066158
543	0.04555503271
544	0.04553131005
545	0.04552013995
546	0.04547871337
547	0.04545569709
548	0.04542699417
549	0.04540402996
550	0.04536235902
551	0.04533940285
552	0.04532240048
553	0.04530325853
554	0.0452879468
555	0.04526385248
556	0.04522925323
557	0.04520385861
558	0.04519485821
559	0.04517397799
560	0.04515642141
561	0.04513078571
562	0.04511435759
563	0.04509608185
564	0.04507790883
565	0.04504185873
566	0.04500961242
567	0.04498972078
568	0.04497200672
569	0.04495188051
570	0.04492441407
571	0.04490458774
572	0.04489329989
573	0.04487163758
574	0.04485767667
575	0.04480357969
576	0.04477603953
577	0.04476160449
578	0.04472340252
579	0.04469782631
580	0.04467392758
581	0.04465206302
582	0.04461920991
583	0.04456580252
584	0.04453144085
585	0.04451425507
586	0.04449591552
587	0.04447028364
588	0.04444156706
589	0.04442433429
590	0.04439973156
591	0.04437267577
592	0.04434277539
593	0.04429913899
594	0.04426623767
595	0.04424237717
596	0.04422059619
597	0.04419999609
598	0.04417851657
599	0.0441565364
600	0.04412750991
601	0.04410889905
602	0.04409773117
603	0.04407400446
604	0.04405924161
605	0.04404699874
606	0.04402515746
607	0.04398780256
608	0.04394977506
609	0.04393445412
610	0.04391479256
611	0.04389808103
612	0.0438843651
613	0.04385893645
614	0.04384179477
615	0.04381463208
616	0.04379738648
617	0.04377729084
618	0.04375466279
619	0.04374265646
620	0.04372452601
621	0.04371065829
622	0.04368566246
623	0.0436677439
624	0.04363516587
625	0.04360073257
626	0.04358801543
627	0.04356255354
628	0.04354969634
629	0.04352231778
630	0.04351145673
631	0.04350121232
632	0.04348486027
633	0.04346948242
634	0.04345944685
635	0.04343322602
636	0.04341960893
637	0.04339842018
638	0.04338469152
639	0.04337164005
640	0.04333989932
641	0.04333027805
642	0.04330321841
643	0.0432845053
644	0.04325528042
645	0.04322224472
646	0.04321010467
647	0.04318528603
648	0.04317049835
649	0.04314650027
650	0.04311602427
651	0.04309666741
652	0.04306411348
653	0.04304729192
654	0.0430208982
655	0.0429895584
656	0.04297093651
657	0.04294471286
658	0.04292718157
659	0.04290270318
660	0.04288124199
661	0.04284692285
662	0.04282393816
663	0.04279734119
664	0.04277727075
665	0.04275522445
666	0.04272940603
667	0.04271331618
668	0.04268690758
669	0.04267085261
670	0.04265698467
671	0.04264233193
672	0.04261065171
673	0.04260173477
674	0.04258785124
675	0.04256417216
676	0.04255526238
677	0.04252900136
678	0.0425197257
679	0.04249875843
680	0.04248416487
681	0.04244915765
682	0.04242067647
683	0.04241625858
684	0.04239982921
685	0.04238482645
686	0.04238031136
687	0.04236227258
688	0.04234551936
689	0.04233058029
690	0.04232304811
691	0.0423106763
692	0.04229846237
693	0.04228491883
694	0.04227584848
695	0.04225970029
696	0.04224734149
697	0.04222817594
698	0.04221915847
699	0.04220424573
700	0.04219395774
701	0.04217418835
702	0.04214815951
703	0.04213262887
704	0.04211490604
705	0.04209479272
706	0.04207984371
707	0.04206276507
708	0.04204747743
709	0.04203218096
710	0.04201290677
711	0.04199727816
712	0.04196797977
713	0.04195515119
714	0.04193952131
715	0.04191626674
716	0.04190126764
717	0.04188256009
718	0.04186377938
719	0.04184912137
720	0.04183557171
721	0.04182061756
722	0.04180618916
723	0.04178693031
724	0.04177501317
725	0.04175952032
726	0.0417442554
727	0.04172569378
728	0.04170727337
729	0.0416872837
730	0.04167560547
731	0.04165527667
732	0.04162574104
733	0.04159106331
734	0.04157191603
735	0.04154984061
736	0.04153661216
737	0.04151477394
738	0.04150506821
739	0.04148601042
740	0.04145682935
741	0.04143506837
742	0.04141630337
743	0.04140503126
744	0.04138919108
745	0.04135915703
746	0.04133302917
747	0.04132471982
748	0.04130107578
749	0.04128264888
750	0.04127318723
751	0.04125888098
752	0.04124663314
753	0.0412331316
754	0.0411963766
755	0.04117015293
756	0.04115668441
757	0.04113807825
758	0.04112550596
759	0.04109912781
760	0.04108917296
761	0.0410693101
762	0.04106697597
763	0.04105394793
764	0.04104225158
765	0.04100280986
766	0.0409793581
767	0.04097731718
768	0.04095896973
769	0.04093870187
770	0.04092216682
771	0.04091186842
772	0.0408957076
773	0.04087355253
774	0.0408605269
775	0.04082832901
776	0.04080795412
777	0.04078784854
778	0.04076940484
779	0.04075265498
780	0.04074122728
781	0.04072703883
782	0.04071559946
783	0.04069608837
784	0.04066786686
785	0.04065793184
786	0.04063893049
787	0.04061273788
788	0.04059804853
789	0.04058295601
790	0.04056759011
791	0.04055827031
792	0.04053769576
793	0.04051651427
794	0.04049826672
795	0.04048139799
796	0.04045724414
797	0.04044269625
798	0.04042241406
799	0.04040969415
800	0.04039640173
801	0.04037473977
802	0.04036453878
803	0.04035279311
804	0.0403306254
805	0.04031986116
806	0.04030852054
807	0.04030047267
808	0.04028932971
809	0.04026592518
810	0.04024806009
811	0.04021763467
812	0.04021048244
813	0.04019866248
814	0.04019132479
815	0.04018161538
816	0.04016889922
817	0.04014787324
818	0.04013121011
819	0.04012171367
820	0.0400974194
821	0.04007542388
822	0.04006411516
823	0.04004339592
824	0.04002182655
825	0.04002179855
826	0.04000835301
827	0.04000092464
828	0.03998168907
829	0.03995992644
830	0.03994791462
831	0.03993071161
832	0.03991905735
833	0.03989565283
834	0.03986963067
835	0.03985071049
836	0.0398304259
837	0.03980696983
838	0.03979075262
839	0.03978245649
840	0.0397667677
841	0.03975363749
842	0.03973947377
843	0.03972139286
844	0.03969556312
845	0.03967925322
846	0.03966644748
847	0.03965225243
848	0.03963536176
849	0.03962166101
850	0.03960873633
851	0.03959734802
852	0.03958125611
853	0.03957032464
854	0.0395373271
855	0.03953100637
856	0.03951638054
857	0.03950267931
858	0.03948269529
859	0.03947365798
860	0.039458853
861	0.03944745055
862	0.03944021046
863	0.03943139909
864	0.03941218173
865	0.03940222498
866	0.03939116407
867	0.03937366845
868	0.03936218525
869	0.0393471596
870	0.0393319566
871	0.03930763591
872	0.0392825537
873	0.03927488289
874	0.03925488725
875	0.03924001844
876	0.03922739509
877	0.03921521208
878	0.03920103002
879	0.03917669921
880	0.03916305194
881	0.03914816612
882	0.03913284872
883	0.03909202509
884	0.03908103749
885	0.03907539539
886	0.03906248715
887	0.03904046112
888	0.03902958038
889	0.03901667503
890	0.03899667129
891	0.03899160395
892	0.03897418661
893	0.0389586704
894	0.03894534279
895	0.03893140535
896	0.03891468093
897	0.03890255065
898	0.03888533076
899	0.03886555647
900	0.03885145584
901	0.03884085938
902	0.03881825836
903	0.03879870744
904	0.03878278297
905	0.03876798204
906	0.03875282082
907	0.03873523189
908	0.0387202033
909	0.03870787679
910	0.03869569546
911	0.03868351034
912	0.03866604296
913	0.03865350262
914	0.03863890241
